# Raw game results, one row per game, 1869-2025 (season,date,team1,score1,team2,score2).
# NOT wired into the Blue Blood Rating. Kept for a future head-to-head / margins feature.
# MAJOR-vs-MAJOR ONLY: no FBS-vs-FCS / small-college games, so it undercounts every
# program (pre-1936 is <50% covered). Do not use it to rebuild _staging_wins.csv.
# When wiring it up, add these name aliases: Southern Methodist->SMU,
# Alabama-Birmingham->UAB, North Carolina-Charlotte->Charlotte (plus strip " (ST)"
# state suffixes and map " St."->" State"). More pre-1936 data to come.
season,date,team1,score1,team2,score2
1888,1888-11-19,Dartmouth (NH),0,Stevens Tech (NJ),30
1888,1888-11-19,Harvard (MA),50,Pennsylvania,0
1888,1888-11-21,Lafayette (PA),0,Pennsylvania,50
1888,1888-11-24,Albion (MI),4,Michigan,76
1888,1888-11-24,Lake Forest (IL),18,Northwestern (IL),4
1888,1888-11-24,Princeton (NJ),0,Yale (CT),10
1888,1888-11-27,Duke (NC),16,North Carolina,0
1888,1888-11-27,Lafayette (PA),0,Lehigh (PA),16
1888,1888-11-29,Amherst (MA),0,Dartmouth (NH),40
1888,1888-11-29,Johns Hopkins (MD),25,Navy (MD),12
1888,1888-11-30,Johns Hopkins (MD),10,Pennsylvania,24
1888,1888-12-01,Cornell (NY),0,Lehigh (PA),4
1888,1888-12-01,Lake Forest (IL),6,Northwestern (IL),12
1888,1888-12-01,Pennsylvania,20,Navy (MD),9
1888,1888-12-08,Cincinnati (OH),0,Miami (OH),0
1888,1888-12-08,Johns Hopkins (MD),26,Virginia,0
1888,1889-01-19,Pennsylvania,10,Rutgers (NJ),0
1888,1889-05-01,North Carolina,33,Wake Forest (NC),0
1888,1889-05-08,Duke (NC),25,North Carolina,17
1888,1889-05-29,Duke (NC),0,Wake Forest (NC),32
1889,1889-08-25,DePauw (IN),18,Wabash (IN),4
1889,1889-08-25,Duke (NC),0,North Carolina,0
1889,1889-08-25,Fordham (NY),34,New York (NY),6
1889,1889-08-25,Johns Hopkins (MD),0,Navy (MD),36
1889,1889-08-25,South Dakota,6,South Dakota St.,6
1889,1889-08-25,Southern California,40,Loyola Marymount (CA),0
1889,1889-08-25,Wabash (IN),40,Indiana,2
1889,1889-09-27,Penn St.,20,Swarthmore (PA),6
1889,1889-09-28,Bucknell (PA),8,Swarthmore (PA),0
1889,1889-10-05,Franklin & Marshall (PA),60,Millersville (PA),0
1889,1889-10-05,Harvard (MA),28,Stevens Tech (NJ),4
1889,1889-10-05,Lehigh (PA),0,Princeton (NJ),16
1889,1889-10-05,Pennsylvania,82,Swarthmore (PA),0
1889,1889-10-09,Columbia (NY),10,Lafayette (PA),10
1889,1889-10-09,Dartmouth (NH),0,Harvard (MA),38
1889,1889-10-12,Cornell (NY),10,Lafayette (PA),0
1889,1889-10-12,Franklin & Marshall (PA),12,Bucknell (PA),12
1889,1889-10-12,Lehigh (PA),4,Princeton (NJ),16
1889,1889-10-12,Pennsylvania,4,Rutgers (NJ),0
1889,1889-10-15,Bucknell (PA),0,Cornell (NY),66
1889,1889-10-15,Cornell (NY),6,Yale (CT),56
1889,1889-10-16,Lafayette (PA),16,Rutgers (NJ),0
1889,1889-10-19,Amherst (MA),0,Yale (CT),42
1889,1889-10-19,Lehigh (PA),4,Pennsylvania,6
1889,1889-10-19,Princeton (NJ),49,Stevens Tech (NJ),0
1889,1889-10-26,Columbia (NY),0,Yale (CT),62
1889,1889-10-26,Franklin & Marshall (PA),16,Bucknell (PA),0
1889,1889-10-26,Pennsylvania,14,Rutgers (NJ),0
1889,1889-10-26,Pennsylvania,4,Princeton (NJ),72
1889,1889-10-30,Lafayette (PA),10,Lehigh (PA),16
1889,1889-10-30,Pennsylvania,10,Yale (CT),22
1889,1889-10-31,Yale (CT),30,Stevens Tech (NJ),0
1889,1889-11-01,Georgetown (DC),0,Virginia,32
1889,1889-11-02,Amherst (MA),6,Dartmouth (NH),60
1889,1889-11-02,Columbia (NY),6,Lehigh (PA),51
1889,1889-11-02,Cornell (NY),38,Stevens Tech (NJ),4
1889,1889-11-02,Harvard (MA),35,Pennsylvania,0
1889,1889-11-06,Columbia (NY),0,Princeton (NJ),71
1889,1889-11-06,Lafayette (PA),10,Pennsylvania,8
1889,1889-11-09,Albion (MI),4,Michigan,33
1889,1889-11-09,Columbia (NY),0,Pennsylvania,24
1889,1889-11-09,Cornell (NY),0,Yale (CT),70
1889,1889-11-09,Lafayette (PA),26,Penn St.,0
1889,1889-11-11,Lehigh (PA),106,Penn St.,0
1889,1889-11-12,Amherst (MA),0,Yale (CT),32
1889,1889-11-14,Columbia (NY),12,Stevens Tech (NJ),6
1889,1889-11-14,Northwestern (IL),0,Notre Dame (IN),9
1889,1889-11-16,Cornell (NY),66,Michigan,0
1889,1889-11-16,DePauw (IN),10,Purdue (IN),34
1889,1889-11-16,Franklin & Marshall (PA),22,Swarthmore (PA),4
1889,1889-11-16,Hanover (IN),0,Butler (IN),32
1889,1889-11-16,Harvard (MA),15,Princeton (NJ),41
1889,1889-11-16,Lafayette (PA),6,Lehigh (PA),6
1889,1889-11-20,Amherst (MA),12,Stevens Tech (NJ),5
1889,1889-11-20,Lehigh (PA),8,Pennsylvania,0
1889,1889-11-22,North Carolina,8,Wake Forest (NC),18
1889,1889-11-23,Amherst (MA),0,Columbia (NY),0
1889,1889-11-23,DePauw (IN),6,Indiana,6
1889,1889-11-23,Harvard (MA),0,Yale (CT),6
1889,1889-11-23,Lafayette (PA),0,Pennsylvania,14
1889,1889-11-23,Wabash (IN),4,Purdue (IN),18
1889,1889-11-25,Bucknell (PA),0,Penn St.,12
1889,1889-11-26,Columbia (NY),0,Cornell (NY),20
1889,1889-11-27,Duke (NC),8,Wake Forest (NC),4
1889,1889-11-28,Cornell (NY),24,Lafayette (PA),0
1889,1889-11-28,Dartmouth (NH),18,Stevens Tech (NJ),5
1889,1889-11-28,Johns Hopkins (MD),0,Virginia,58
1889,1889-11-28,Lehigh (PA),26,Navy (MD),6
1889,1889-11-28,Princeton (NJ),10,Yale (CT),0
1889,1889-11-29,Butler (IN),14,Purdue (IN),0
1889,1889-11-30,Johns Hopkins (MD),0,Lehigh (PA),40
1889,1889-11-30,Lehigh (PA),24,Virginia,12
1889,1889-12-03,Franklin & Marshall (PA),56,Fordham (NY),0
1889,1889-12-07,Navy (MD),26,Virginia,6
1889,1889-12-09,Virginia,46,Wake Forest (NC),4
1889,1889-12-10,Richmond (VA),14,Wake Forest (NC),32
1889,1889-12-14,Beloit (WI),4,Wisconsin,0
1889,1889-12-14,Cincinnati (OH),0,Miami (OH),34
1889,1889-12-14,Furman (SC),1,Wofford (SC),5
1889,1890-01-18,Furman (SC),1,Wofford (SC),2
1890,1890-08-25,Colorado School of Mines,49,Colorado St.,5
1890,1890-08-25,Colorado,63,Colorado St.,0
1890,1890-10-01,Pennsylvania,10,Swarthmore (PA),0
1890,1890-10-04,Bucknell (PA),0,Lafayette (PA),0
1890,1890-10-04,Delaware,0,Swarthmore (PA),54
1890,1890-10-04,Franklin & Marshall (PA),16,Princeton (NJ),33
1890,1890-10-04,Pennsylvania,16,Rutgers (NJ),4
1890,1890-10-08,Dartmouth (NH),0,Harvard (MA),43
1890,1890-10-08,Princeton (NJ),27,Rutgers (NJ),0
1890,1890-10-09,Amherst (MA),52,Massachusetts,0
1890,1890-10-09,Lehigh (PA),50,Swarthmore (PA),0
1890,1890-10-10,Pennsylvania,20,Penn St.,0
1890,1890-10-11,Albion (MI),10,Michigan,56
1890,1890-10-11,Amherst (MA),6,Harvard (MA),74
1890,1890-10-11,Franklin & Marshall (PA),18,Lafayette (PA),10
1890,1890-10-11,Lehigh (PA),0,Yale (CT),26
1890,1890-10-13,Franklin & Marshall (PA),10,Penn St.,0
1890,1890-10-15,Pennsylvania,0,Princeton (NJ),18
1890,1890-10-18,Dartmouth (NH),0,Harvard (MA),64
1890,1890-10-18,DePauw (IN),0,Butler (IN),0
1890,1890-10-18,Franklin & Marshall (PA),22,Bucknell (PA),6
1890,1890-10-18,Lehigh (PA),0,Pennsylvania,8
1890,1890-10-22,Columbia (NY),0,Pennsylvania,18
1890,1890-10-22,Lafayette (PA),6,Princeton (NJ),26
1890,1890-10-24,Wabash (IN),0,Purdue (IN),54
1890,1890-10-25,Albion (MI),0,Michigan,16
1890,1890-10-25,Amherst (MA),0,Yale (CT),12
1890,1890-10-25,Columbia (NY),40,Fordham (NY),0
1890,1890-10-25,Franklin & Marshall (PA),0,Pennsylvania,28
1890,1890-10-25,Lehigh (PA),0,Princeton (NJ),50
1890,1890-10-31,Pennsylvania,72,Virginia,0
1890,1890-11-01,Cornell (NY),0,Harvard (MA),77
1890,1890-11-01,DePauw (IN),0,Butler (IN),18
1890,1890-11-01,Georgetown (DC),4,Navy (MD),70
1890,1890-11-01,Hamilton (NY),10,Syracuse (NY),14
1890,1890-11-01,Lafayette (PA),0,Lehigh (PA),30
1890,1890-11-01,Michigan,34,Purdue (IN),6
1890,1890-11-01,Princeton (NJ),115,Virginia,0
1890,1890-11-03,Amherst (MA),18,Cornell (NY),0
1890,1890-11-03,Yale (CT),70,Rutgers (NJ),0
1890,1890-11-05,Columbia (NY),0,Princeton (NJ),85
1890,1890-11-08,Bucknell (PA),0,Cornell (NY),26
1890,1890-11-08,Hamilton (NY),30,Colgate (NY),14
1890,1890-11-08,Lehigh (PA),4,Rutgers (NJ),2
1890,1890-11-08,Pennsylvania,0,Princeton (NJ),6
1890,1890-11-08,Wabash (IN),6,Butler (IN),22
1890,1890-11-12,Amherst (MA),0,Harvard (MA),64
1890,1890-11-12,Franklin & Marshall (PA),38,Millersville (PA),0
1890,1890-11-14,Rutgers (NJ),62,New York (NY),0
1890,1890-11-15,Columbia (NY),6,Rutgers (NJ),6
1890,1890-11-15,Cornell (NY),20,Michigan,5
1890,1890-11-15,DePauw (IN),0,Purdue (IN),32
1890,1890-11-15,Georgetown (DC),6,Swarthmore (PA),20
1890,1890-11-15,Lafayette (PA),6,Lehigh (PA),66
1890,1890-11-15,Minnesota,63,Wisconsin,0
1890,1890-11-15,Pennsylvania,0,Yale (CT),60
1890,1890-11-17,Hamilton (NY),6,Syracuse (NY),4
1890,1890-11-19,Amherst (MA),4,Dartmouth (NH),0
1890,1890-11-20,Fordham (NY),6,Georgetown (DC),6
1890,1890-11-21,Lafayette (PA),6,Virginia,20
1890,1890-11-22,Beloit (WI),6,Northwestern (IL),22
1890,1890-11-22,Colorado School of Mines,103,Colorado,0
1890,1890-11-22,Columbia (NY),0,Cornell (NY),36
1890,1890-11-22,DePauw (IN),34,Wabash (IN),5
1890,1890-11-22,Harvard (MA),12,Yale (CT),6
1890,1890-11-22,Illinois,0,Purdue (IN),62
1890,1890-11-22,Lake Forest (IL),16,Wisconsin,6
1890,1890-11-22,Lehigh (PA),14,Pennsylvania,17
1890,1890-11-27,Butler (IN),12,Purdue (IN),10
1890,1890-11-27,Duke (NC),4,Virginia,10
1890,1890-11-27,Franklin & Marshall (PA),12,Bucknell (PA),10
1890,1890-11-27,Indiana (PA),18,Pittsburgh (PA),0
1890,1890-11-27,Lehigh (PA),24,Navy (MD),4
1890,1890-11-27,Northwestern (IL),22,Wisconsin,10
1890,1890-11-27,Princeton (NJ),0,Yale (CT),32
1890,1890-11-29,Army (NY),0,Navy (MD),24
1890,1890-12-02,Franklin & Marshall (PA),18,Fordham (NY),0
1890,1890-12-13,Colorado School of Mines,50,Colorado,4
1890,1890-12-13,Pennsylvania,20,Rutgers (NJ),12
1890,1891-01-24,Furman (SC),12,Wofford (SC),0
1890,1891-03-21,Furman (SC),28,Wofford (SC),2
1891,1891-08-25,Albion (MI),34,Hillsdale (MI),4
1891,1891-08-25,Colorado School of Mines,24,Denver (CO),4
1891,1891-08-25,Indiana (PA),16,Pittsburgh (PA),0
1891,1891-08-25,Wabash (IN),25,Indiana,0
1891,1891-09-25,Bucknell (PA),16,Lafayette (PA),10
1891,1891-09-26,Bucknell (PA),4,Lehigh (PA),62
1891,1891-09-28,Lehigh (PA),22,Rutgers (NJ),0
1891,1891-10-01,Lake Forest (IL),8,Illinois,0
1891,1891-10-02,Lafayette (PA),4,Penn St.,14
1891,1891-10-03,Cornell (NY),68,Syracuse (NY),0
1891,1891-10-03,Dartmouth (NH),0,Harvard (MA),16
1891,1891-10-03,Lehigh (PA),24,Penn St.,2
1891,1891-10-03,Princeton (NJ),12,Rutgers (NJ),0
1891,1891-10-07,Amherst (MA),44,Massachusetts,0
1891,1891-10-07,Lehigh (PA),0,Princeton (NJ),18
1891,1891-10-10,Amherst (MA),0,Harvard (MA),18
1891,1891-10-10,Bucknell (PA),4,Cornell (NY),0
1891,1891-10-10,Franklin & Marshall (PA),0,Lehigh (PA),22
1891,1891-10-14,Lehigh (PA),0,Princeton (NJ),30
1891,1891-10-14,New York (NY),0,Stevens Tech (NJ),38
1891,1891-10-17,Albion (MI),10,Michigan,4
1891,1891-10-17,Beloit (WI),0,Wisconsin,40
1891,1891-10-17,Cornell (NY),72,Stevens Tech (NJ),0
1891,1891-10-17,DePauw (IN),32,Butler (IN),20
1891,1891-10-17,Franklin & Marshall (PA),0,Princeton (NJ),44
1891,1891-10-17,Lake Forest (IL),0,Northwestern (IL),0
1891,1891-10-17,Penn St.,44,Swarthmore (PA),0
1891,1891-10-20,Lafayette (PA),0,Princeton (NJ),24
1891,1891-10-21,Columbia (NY),0,Stevens Tech (NJ),52
1891,1891-10-21,Pennsylvania,32,Rutgers (NJ),6
1891,1891-10-24,Amherst (MA),0,Harvard (MA),39
1891,1891-10-24,Bucknell (PA),32,Swarthmore (PA),12
1891,1891-10-24,Butler (IN),52,Indiana,6
1891,1891-10-24,Colorado School of Mines,10,Colorado,6
1891,1891-10-24,Cornell (NY),30,Lafayette (PA),0
1891,1891-10-24,Fordham (NY),6,Army (NY),10
1891,1891-10-24,Franklin & Marshall (PA),6,Penn St.,26
1891,1891-10-24,Lehigh (PA),0,Pennsylvania,42
1891,1891-10-24,Minnesota,26,Wisconsin,12
1891,1891-10-24,Rutgers (NJ),12,Stevens Tech (NJ),10
1891,1891-10-24,Wabash (IN),0,Purdue (IN),44
1891,1891-10-24,Worcester Tech (MA),10,Massachusetts,36
1891,1891-10-27,Amherst (MA),16,Massachusetts,0
1891,1891-10-28,Columbia (NY),0,Rutgers (NJ),44
1891,1891-10-28,Lafayette (PA),6,Pennsylvania,15
1891,1891-10-29,Amherst (MA),20,Massachusetts,4
1891,1891-10-30,Hamilton (NY),22,Syracuse (NY),4
1891,1891-10-31,Beloit (WI),4,Lake Forest (IL),10
1891,1891-10-31,Butler (IN),6,Michigan,42
1891,1891-10-31,DePauw (IN),62,Indiana,4
1891,1891-10-31,Hamilton (NY),4,Colgate (NY),22
1891,1891-10-31,Kansas,22,Missouri,8
1891,1891-10-31,Lehigh (PA),0,Yale (CT),38
1891,1891-10-31,Navy (MD),21,Rutgers (NJ),12
1891,1891-10-31,Northwestern (IL),0,Wisconsin,0
1891,1891-10-31,Worcester Tech (MA),10,Holy Cross (MA),10
1891,1891-11-02,Iowa,4,Minnesota,42
1891,1891-11-04,Dartmouth (NH),32,Stevens Tech (NJ),12
1891,1891-11-04,Lafayette (PA),4,Lehigh (PA),22
1891,1891-11-07,Amherst (MA),14,Dartmouth (NH),14
1891,1891-11-07,Army (NY),14,Stevens Tech (NJ),12
1891,1891-11-07,Bucknell (PA),12,Penn St.,10
1891,1891-11-07,Butler (IN),26,Indiana,6
1891,1891-11-07,Colgate (NY),22,Syracuse (NY),16
1891,1891-11-07,Colorado School of Mines,6,Colorado,0
1891,1891-11-07,Cornell (NY),24,Lehigh (PA),0
1891,1891-11-07,DePauw (IN),0,Purdue (IN),30
1891,1891-11-07,Eureka (IL),0,Illinois,40
1891,1891-11-07,Pennsylvania,0,Princeton (NJ),24
1891,1891-11-07,Rutgers (NJ),70,New York (NY),4
1891,1891-11-07,Sewanee (TN),0,Vanderbilt (TN),22
1891,1891-11-10,North Carolina,6,Wake Forest (NC),4
1891,1891-11-11,Amherst (MA),0,Yale (CT),27
1891,1891-11-11,Georgetown (DC),4,Navy (MD),16
1891,1891-11-11,Lafayette (PA),2,Lehigh (PA),6
1891,1891-11-14,Amherst (MA),38,Stevens Tech (NJ),0
1891,1891-11-14,Army (NY),6,Rutgers (NJ),27
1891,1891-11-14,Beloit (WI),12,Northwestern (IL),12
1891,1891-11-14,Cornell (NY),0,Princeton (NJ),6
1891,1891-11-14,Franklin & Marshall (PA),6,Swarthmore (PA),20
1891,1891-11-14,Furman (SC),0,Duke (NC),96
1891,1891-11-14,Indiana,0,Purdue (IN),60
1891,1891-11-14,Lake Forest (IL),4,Wisconsin,6
1891,1891-11-14,Pennsylvania,0,Yale (CT),48
1891,1891-11-16,Wabash (IN),6,Butler (IN),28
1891,1891-11-18,Lafayette (PA),10,Pennsylvania,12
1891,1891-11-20,Duke (NC),6,North Carolina,4
1891,1891-11-20,Lafayette (PA),6,Virginia,6
1891,1891-11-21,Butler (IN),34,Cincinnati (OH),10
1891,1891-11-21,Cornell (NY),58,Michigan,12
1891,1891-11-21,DePauw (IN),1,Wabash (IN),0
1891,1891-11-21,Harvard (MA),0,Yale (CT),10
1891,1891-11-21,Lafayette (PA),4,Navy (MD),0
1891,1891-11-21,Lake Forest (IL),20,Northwestern (IL),0
1891,1891-11-21,Lehigh (PA),0,Pennsylvania,32
1891,1891-11-21,Sewanee (TN),24,Tennessee,0
1891,1891-11-21,Worcester Tech (MA),6,Brown (RI),32
1891,1891-11-25,Lafayette (PA),2,Lehigh (PA),16
1891,1891-11-26,Butler (IN),0,Purdue (IN),58
1891,1891-11-26,Franklin & Marshall (PA),12,Bucknell (PA),6
1891,1891-11-26,Iowa,22,Nebraska,0
1891,1891-11-26,Northwestern (IL),0,Wisconsin,40
1891,1891-11-26,Princeton (NJ),0,Yale (CT),19
1891,1891-11-26,Sewanee (TN),4,Vanderbilt (TN),26
1891,1891-11-28,Army (NY),32,Navy (MD),16
1891,1891-11-28,Cornell (NY),10,Michigan,0
1891,1891-11-28,Duke (NC),20,Virginia,0
1891,1891-12-05,Akron (OH),0,Ohio St.,4
1891,1891-12-05,Iowa,18,Kansas,16
1891,1892-01-30,Mercer (GA),0,Georgia,50
1891,1892-02-20,Auburn (AL),10,Georgia,0
1891,1892-02-22,Southern California,2,Loyola Marymount (CA),10
1891,1892-03-19,California,10,Stanford (CA),14
1892,1892-08-25,Albion (MI),16,Hillsdale (MI),0
1892,1892-08-25,Albion (MI),41,Hillsdale (MI),0
1892,1892-08-25,Colorado School of Mines,58,Denver (CO),0
1892,1892-09-28,Cornell (NY),58,Syracuse (NY),0
1892,1892-09-28,Pennsylvania,22,Swarthmore (PA),0
1892,1892-10-01,Beloit (WI),4,Wisconsin,32
1892,1892-10-01,Bucknell (PA),0,Cornell (NY),54
1892,1892-10-01,Dartmouth (NH),0,Harvard (MA),48
1892,1892-10-01,Lehigh (PA),51,Swarthmore (PA),0
1892,1892-10-01,Pennsylvania,20,Penn St.,0
1892,1892-10-01,Princeton (NJ),30,Rutgers (NJ),0
1892,1892-10-01,Worcester Tech (MA),10,Massachusetts,28
1892,1892-10-05,Amherst (MA),58,Massachusetts,10
1892,1892-10-05,Lehigh (PA),0,Princeton (NJ),16
1892,1892-10-08,Amherst (MA),0,Harvard (MA),26
1892,1892-10-08,Illinois,6,Purdue (IN),12
1892,1892-10-08,Lafayette (PA),0,Princeton (NJ),40
1892,1892-10-08,Worcester Tech (MA),4,Brown (RI),8
1892,1892-10-11,Amherst (MA),4,Massachusetts,0
1892,1892-10-11,Pennsylvania,32,Virginia,0
1892,1892-10-12,Illinois,16,Northwestern (IL),16
1892,1892-10-12,New York (NY),0,Swarthmore (PA),26
1892,1892-10-12,Pennsylvania,16,Navy (MD),0
1892,1892-10-15,Beloit (WI),0,Northwestern (IL),36
1892,1892-10-15,Butler (IN),10,Indiana,6
1892,1892-10-15,Franklin & Marshall (PA),12,Bucknell (PA),22
1892,1892-10-15,Lafayette (PA),8,Rutgers (NJ),16
1892,1892-10-15,Michigan,10,Wisconsin,6
1892,1892-10-15,Princeton (NJ),28,Navy (MD),0
1892,1892-10-15,Sewanee (TN),22,Vanderbilt (TN),4
1892,1892-10-15,Wabash (IN),0,Purdue (IN),72
1892,1892-10-15,Worcester Tech (MA),4,Massachusetts,18
1892,1892-10-17,Michigan,6,Minnesota,14
1892,1892-10-19,Amherst (MA),0,Yale (CT),29
1892,1892-10-19,Lehigh (PA),0,Princeton (NJ),50
1892,1892-10-19,Purdue (IN),32,Wisconsin,4
1892,1892-10-21,Franklin & Marshall (PA),10,Swarthmore (PA),0
1892,1892-10-21,Richmond (VA),0,North Carolina,40
1892,1892-10-21,Tennessee,4,Vanderbilt (TN),22
1892,1892-10-21,Virginia Military Institute,12,Wake Forest (NC),12
1892,1892-10-22,Akron (OH),0,Ohio St.,62
1892,1892-10-22,Army (NY),42,Stevens Tech (NJ),0
1892,1892-10-22,Chicago (IL),0,Northwestern (IL),0
1892,1892-10-22,Colorado,46,Denver (CO),0
1892,1892-10-22,Cornell (NY),76,Lehigh (PA),0
1892,1892-10-22,DePauw (IN),6,Michigan,18
1892,1892-10-22,Franklin & Marshall (PA),0,Pennsylvania,34
1892,1892-10-22,Indiana (PA),6,Pittsburgh (PA),8
1892,1892-10-22,Lafayette (PA),4,Navy (MD),22
1892,1892-10-22,Lake Forest (IL),6,Wisconsin,10
1892,1892-10-22,North Carolina,18,Virginia,30
1892,1892-10-22,Wabash (IN),12,Butler (IN),14
1892,1892-10-24,Illinois,0,Nebraska,6
1892,1892-10-24,Michigan,0,Purdue (IN),24
1892,1892-10-24,Richmond (VA),0,Wake Forest (NC),16
1892,1892-10-24,Sewanee (TN),54,Tennessee,0
1892,1892-10-25,Amherst (MA),22,Massachusetts,4
1892,1892-10-26,Lafayette (PA),6,Pennsylvania,8
1892,1892-10-27,Fordham (NY),0,Stevens Tech (NJ),22
1892,1892-10-27,Illinois,4,Kansas,26
1892,1892-10-29,Amherst (MA),10,Harvard (MA),32
1892,1892-10-29,Beloit (WI),0,Lake Forest (IL),22
1892,1892-10-29,Butler (IN),6,Purdue (IN),40
1892,1892-10-29,DePauw (IN),1,Indiana,0
1892,1892-10-29,Franklin & Marshall (PA),0,Navy (MD),24
1892,1892-10-29,Hamilton (NY),4,Colgate (NY),8
1892,1892-10-29,Lafayette (PA),24,Rutgers (NJ),10
1892,1892-10-29,Massachusetts,62,Boston (MA),0
1892,1892-10-29,Michigan,8,Northwestern (IL),10
1892,1892-10-29,Minnesota,32,Wisconsin,4
1892,1892-10-29,Sewanee (TN),0,Virginia,30
1892,1892-10-31,Amherst (MA),54,Rensselaer Tech (NY),6
1892,1892-11-01,Illinois,0,Wisconsin,0
1892,1892-11-02,Albion (MI),10,Eastern Michigan,30
1892,1892-11-02,Chicago (IL),4,Northwestern (IL),6
1892,1892-11-02,Rutgers (NJ),6,Stevens Tech (NJ),22
1892,1892-11-02,Sewanee (TN),10,Tennessee,0
1892,1892-11-05,Albion (MI),8,Michigan,60
1892,1892-11-05,Chicago (IL),18,Lake Forest (IL),16
1892,1892-11-05,Cornell (NY),14,Harvard (MA),20
1892,1892-11-05,DePauw (IN),42,Wabash (IN),4
1892,1892-11-05,Hamilton (NY),12,Syracuse (NY),0
1892,1892-11-05,Indiana,0,Purdue (IN),68
1892,1892-11-05,Iowa,4,Kansas,24
1892,1892-11-05,Johns Hopkins (MD),62,Maryland,0
1892,1892-11-05,Lafayette (PA),4,Lehigh (PA),0
1892,1892-11-05,Mercer (GA),12,Georgia Tech,6
1892,1892-11-05,Missouri,0,Nebraska,1
1892,1892-11-05,Navy (MD),48,Rutgers (NJ),12
1892,1892-11-05,Pennsylvania,6,Princeton (NJ),4
1892,1892-11-05,Rensselaer Tech (NY),6,Stevens Tech (NJ),14
1892,1892-11-06,Georgetown (DC),4,Virginia,4
1892,1892-11-07,Iowa,0,Missouri,24
1892,1892-11-08,Colorado,46,Denver (CO),0
1892,1892-11-08,Cornell (NY),44,Michigan,0
1892,1892-11-08,Lehigh (PA),0,Pennsylvania,4
1892,1892-11-08,Minnesota,18,Northwestern (IL),12
1892,1892-11-12,Amherst (MA),30,Dartmouth (NH),2
1892,1892-11-12,Bucknell (PA),0,Penn St.,18
1892,1892-11-12,Chicago (IL),10,Michigan,18
1892,1892-11-12,DePauw (IN),18,Butler (IN),20
1892,1892-11-12,Duke (NC),0,North Carolina,24
1892,1892-11-12,Kansas,12,Nebraska,0
1892,1892-11-12,Lake Forest (IL),0,Northwestern (IL),18
1892,1892-11-12,Pennsylvania,0,Yale (CT),28
1892,1892-11-12,Sewanee (TN),28,Vanderbilt (TN),14
1892,1892-11-12,Worcester Tech (MA),4,Brown (RI),0
1892,1892-11-13,Colorado School of Mines,16,Colorado,10
1892,1892-11-16,Chicago (IL),14,Illinois,4
1892,1892-11-16,Lafayette (PA),4,Pennsylvania,10
1892,1892-11-17,Beloit (WI),0,Illinois,0
1892,1892-11-17,Tennessee,0,Vanderbilt (TN),10
1892,1892-11-18,DePauw (IN),0,Illinois,34
1892,1892-11-19,Chicago (IL),0,Purdue (IN),38
1892,1892-11-19,Georgetown (DC),0,Navy (MD),40
1892,1892-11-19,Georgia Tech,10,Vanderbilt (TN),20
1892,1892-11-19,Harvard (MA),0,Yale (CT),6
1892,1892-11-19,Lafayette (PA),6,Lehigh (PA),15
1892,1892-11-19,Northwestern (IL),6,Wisconsin,26
1892,1892-11-19,Virginia Military Institute,32,Duke (NC),0
1892,1892-11-19,Wabash (IN),36,Indiana,24
1892,1892-11-22,Auburn (AL),6,Duke (NC),34
1892,1892-11-23,Auburn (AL),0,North Carolina,64
1892,1892-11-23,Lafayette (PA),0,Penn St.,18
1892,1892-11-24,Adrian (MI),0,Hillsdale (MI),56
1892,1892-11-24,Chicago (IL),12,Illinois,28
1892,1892-11-24,Cornell (NY),30,Michigan,10
1892,1892-11-24,DePauw (IN),6,Purdue (IN),32
1892,1892-11-24,Duke (NC),4,Virginia,46
1892,1892-11-24,Hillsdale (MI),14,Notre Dame (IN),12
1892,1892-11-24,Iowa,10,Nebraska,10
1892,1892-11-24,Kansas,12,Missouri,4
1892,1892-11-24,North Carolina,24,Vanderbilt (TN),0
1892,1892-11-24,Northwestern (IL),6,Wisconsin,20
1892,1892-11-24,Princeton (NJ),0,Yale (CT),12
1892,1892-11-24,Tennessee,6,Wake Forest (NC),10
1892,1892-11-25,Auburn (AL),26,Georgia Tech,0
1892,1892-11-25,Utah,0,Utah St.,12
1892,1892-11-26,Army (NY),4,Navy (MD),12
1892,1892-11-26,North Carolina,26,Virginia,0
1892,1892-11-26,Virginia Military Institute,34,Kentucky,0
1892,1892-12-17,California,10,Stanford (CA),10
1892,1892-12-24,Furman (SC),44,South Carolina,0
1892,1892-12-27,Johnson C. Smith (NC),5,Livingstone (NC),0
1892,1893-02-11,Colorado,70,Colorado St.,6
1892,1893-02-22,Alabama,22,Auburn (AL),32
1892,1893-04-01,Colorado St.,16,Northern Colorado,0
1893,1893-08-25,Butler (IN),38,Indiana,0
1893,1893-08-25,Colorado School of Mines,42,Northern Colorado,4
1893,1893-08-25,Cornell (NY),16,Penn St.,0
1893,1893-08-25,Hamilton (NY),0,Colgate (NY),0
1893,1893-08-25,Wabash (IN),24,Indiana,12
1893,1893-09-27,Cornell (NY),50,Syracuse (NY),0
1893,1893-09-30,Dartmouth (NH),0,Harvard (MA),16
1893,1893-09-30,Franklin & Marshall (PA),0,Pennsylvania,48
1893,1893-09-30,Lafayette (PA),0,Princeton (NJ),20
1893,1893-09-30,Wabash (IN),6,Illinois,60
1893,1893-09-30,Worcester Tech (MA),16,Massachusetts,0
1893,1893-10-04,Amherst (MA),26,Massachusetts,0
