# One (school, season) record. Hand-maintained — no automated process writes here.
#   source=history       per-season W-L-T. Covers 1936->present for every program,
#     plus 1869-1935 wherever game-level records survive (every game in which one
#     side is a current FBS program contributes a W / L / T; a tie for both sides
#     on equal scores). Sparse before ~1905, so those early totals sit below the book.
#   source=ncaa          one row (1935) per program in _staging_wins_ncaa.csv; sized so the
#     all-time OFFICIAL total (as-played minus wins_vacated) matches the NCAA "FBS
#     Records" book through its `through` year, with the live current season on top.
#   source=ncaa-history  per-season rows from a program's NCAA stats.org team
#     history page (stats.ncaa.org/teams/history), used where we hold no game-level
#     data and the program is not in the FBS Records book (Jacksonville St., Sam
#     Houston, Missouri St. — their full pre-2003 record).
#   source=manual        any hand rows.
# A tie counts as half a win in win %.
# wins_vacated / losses_vacated: NCAA-vacated results - removed only in the
#   "NCAA official" wins toggle; the trajectory and default view use as-played.
school,season,wins,losses,ties,wins_vacated,losses_vacated,vacated_note,source
# --- 6 programs added Aug 2026 (JMU, Jax State, Sam Houston, Kennesaw, Delaware, Missouri State) ---
# Per-season 2003-2025 rows; a few clearly-partial seasons hand-corrected (Jax State 2013, Sam Houston 2008 & 2022).
# The season=1935 row is a pre-2003 all-time LUMP (W-L-T) from published program records —
#   VERIFY against each media guide. Kennesaw State (football since 2015) needs no lump.
Colorado,1990,11,1,1,,,,history
Colorado,1991,8,3,1,,,,history
Colorado,1992,9,2,1,,,,history
Colorado,1993,8,3,1,,,,history
Colorado,1994,11,1,0,,,,history
Colorado,1995,10,2,0,,,,history
Colorado,1996,10,2,0,,,,history
Colorado,1997,5,6,0,,,,history
Colorado,1998,8,4,0,,,,history
Colorado,1999,7,5,0,,,,history
Colorado,2000,3,8,0,,,,history
Colorado,2001,10,3,0,,,,history
Colorado,2002,9,5,0,,,,history
Colorado,2003,5,7,0,,,,history
Colorado,2004,8,5,0,,,,history
Colorado,2005,7,6,0,,,,history
Colorado,2006,2,10,0,,,,history
Colorado,2007,6,7,0,,,,history
Colorado,2008,5,7,0,,,,history
Colorado,2009,3,9,0,,,,history
Colorado,2010,5,7,0,,,,history
Colorado,2011,3,10,0,,,,history
Colorado,2012,1,11,0,,,,history
Colorado,2013,4,8,0,,,,history
Colorado,2014,2,10,0,,,,history
Colorado,2015,4,9,0,,,,history
Colorado,2016,10,4,0,,,,history
Colorado,2017,5,7,0,,,,history
Colorado,2018,5,7,0,,,,history
Colorado,2019,5,7,0,,,,history
Colorado,2020,4,2,0,,,,history
Colorado,2021,4,8,0,,,,history
Colorado,2022,1,11,0,,,,history
Colorado,2023,4,8,0,,,,history
Colorado,2024,9,4,0,,,,history
Colorado,2025,3,9,0,,,,history
Colorado State,1902,1,3,2,,,,history
Colorado State,1903,6,1,0,,,,history
Colorado State,1904,0,4,1,,,,history
Colorado State,1905,3,4,0,,,,history
Colorado State,1906,1,2,1,,,,history
Colorado State,1907,0,4,0,,,,history
Colorado State,1908,0,2,0,,,,history
Colorado State,1909,1,2,0,,,,history
Colorado State,1910,0,5,0,,,,history
Colorado State,1911,0,6,0,,,,history
Colorado State,1912,3,2,0,,,,history
Colorado State,1913,3,2,0,,,,history
Colorado State,1914,3,4,0,,,,history
Colorado State,1915,7,0,0,,,,history
Colorado State,1916,6,0,1,,,,history
Colorado State,1917,0,7,1,,,,history
Colorado State,1918,0,2,0,,,,history
Colorado State,1919,7,1,0,,,,history
Colorado State,1920,6,1,1,,,,history
Colorado State,1921,2,3,1,,,,history
Colorado State,1922,5,2,1,,,,history
Colorado State,1923,5,2,1,,,,history
Colorado State,1924,4,2,0,,,,history
Colorado State,1925,9,1,0,,,,history
Colorado State,1926,6,2,1,,,,history
Colorado State,1927,7,1,0,,,,history
Colorado State,1928,6,2,0,,,,history
Colorado State,1929,5,4,0,,,,history
Colorado State,1930,3,5,1,,,,history
Colorado State,1931,5,4,0,,,,history
Colorado State,1932,4,3,1,,,,history
Colorado State,1933,5,1,1,,,,history
Colorado State,1934,6,2,1,,,,history
Colorado State,1935,3,4,1,,,,history
Colorado State,1936,4,4,1,,,,history
Colorado State,1937,1,7,0,,,,history
Colorado State,1938,1,5,2,,,,history
Colorado State,1939,2,7,0,,,,history
Colorado State,1940,3,4,2,,,,history
Colorado State,1941,4,2,1,,,,history
Colorado State,1942,4,3,0,,,,history
Colorado State,1945,2,5,1,,,,history
Colorado State,1946,2,7,0,,,,history
Colorado State,1947,5,4,1,,,,history
Colorado State,1948,8,3,0,,,,history
Colorado State,1949,9,1,0,,,,history
Colorado State,1950,6,3,0,,,,history
Colorado State,1951,5,4,1,,,,history
Colorado State,1952,6,4,0,,,,history
Colorado State,1953,4,5,0,,,,history
Colorado State,1954,3,7,0,,,,history
Colorado State,1955,8,2,0,,,,history
Colorado State,1956,2,7,1,,,,history
Colorado State,1957,3,7,0,,,,history
Colorado State,1958,6,4,0,,,,history
Colorado State,1959,6,4,0,,,,history
Colorado State,1960,2,8,0,,,,history
Colorado State,1961,0,10,0,,,,history
Colorado State,1962,0,10,0,,,,history
Colorado State,1963,3,7,0,,,,history
Colorado State,1964,5,6,0,,,,history
Colorado State,1965,4,6,0,,,,history
Colorado State,1966,7,3,0,,,,history
Colorado State,1967,4,5,1,,,,history
Colorado State,1968,2,8,0,,,,history
Colorado State,1969,4,6,0,,,,history
Colorado State,1970,4,7,0,,,,history
Colorado State,1971,3,8,0,,,,history
Colorado State,1972,1,10,0,,,,history
Colorado State,1973,5,6,0,,,,history
Colorado State,1974,4,6,1,,,,history
Colorado State,1975,6,5,0,,,,history
Colorado State,1976,6,5,0,,,,history
Colorado State,1977,9,2,1,,,,history
Colorado State,1978,5,6,0,,,,history
Colorado State,1979,4,7,1,,,,history
Colorado State,1980,6,4,1,,,,history
Colorado State,1981,0,12,0,,,,history
Colorado State,1982,4,7,0,,,,history
Colorado State,1983,5,7,0,,,,history
Colorado State,1984,3,8,0,,,,history
Colorado State,1985,5,7,0,,,,history
Colorado State,1986,6,5,0,,,,history
Colorado State,1987,1,11,0,,,,history
Colorado State,1988,1,10,0,,,,history
Colorado State,1989,5,5,1,,,,history
Colorado State,1990,9,4,0,,,,history
Colorado State,1991,3,8,0,,,,history
Colorado State,1992,5,7,0,,,,history
Colorado State,1993,5,6,0,,,,history
Colorado State,1994,10,2,0,,,,history
Colorado State,1995,8,4,0,,,,history
Colorado State,1996,7,5,0,,,,history
Colorado State,1997,11,2,0,,,,history
Colorado State,1998,8,4,0,,,,history
Colorado State,1999,8,4,0,,,,history
Colorado State,2000,10,2,0,,,,history
Colorado State,2001,7,5,0,,,,history
Colorado State,2002,10,4,0,,,,history
Colorado State,2003,7,6,0,,,,history
Colorado State,2004,4,7,0,,,,history
Colorado State,2005,6,6,0,,,,history
Colorado State,2006,4,8,0,,,,history
Colorado State,2007,3,9,0,,,,history
Colorado State,2008,7,6,0,,,,history
Colorado State,2009,3,9,0,,,,history
Colorado State,2010,3,9,0,,,,history
Colorado State,2011,3,9,0,,,,history
Colorado State,2012,4,8,0,,,,history
Colorado State,2013,8,6,0,,,,history
Colorado State,2014,10,3,0,,,,history
Colorado State,2015,7,6,0,,,,history
Colorado State,2016,7,6,0,,,,history
Colorado State,2017,7,6,0,,,,history
Colorado State,2018,3,9,0,,,,history
Colorado State,2019,4,8,0,,,,history
Colorado State,2020,1,3,0,,,,history
Colorado State,2021,3,9,0,,,,history
Colorado State,2022,3,9,0,,,,history
Colorado State,2023,5,7,0,,,,history
Colorado State,2024,8,5,0,,,,history
Colorado State,2025,2,10,0,,,,history
Delaware,1935,590,383,43,,,,ncaa
Delaware,2003,11,1,0,,,,manual
Delaware,2004,9,3,0,,,,manual
Delaware,2005,6,5,0,,,,manual
Delaware,2006,6,6,0,,,,manual
Delaware,2007,10,3,0,,,,manual
Delaware,2008,4,8,0,,,,manual
Delaware,2009,6,5,0,,,,manual
Delaware,2010,8,2,0,,,,manual
Delaware,2011,7,4,0,,,,manual
Delaware,2012,4,6,0,,,,manual
Delaware,2013,7,5,0,,,,manual
Delaware,2014,6,6,0,,,,manual
Delaware,2015,4,7,0,,,,manual
Delaware,2016,4,7,0,,,,manual
Delaware,2017,7,4,0,,,,manual
Delaware,2018,7,5,0,,,,manual
Delaware,2019,5,7,0,,,,manual
Delaware,2020,7,1,0,,,,manual
Delaware,2021,5,6,0,,,,manual
Delaware,2022,8,5,0,,,,manual
Delaware,2023,9,4,0,,,,manual
Delaware,2024,9,2,0,,,,manual
Delaware,2025,7,6,0,,,,manual
Duke,1890,0,1,0,,,,history
Duke,1920,0,0,1,,,,history
Duke,1921,2,0,0,,,,history
Duke,1922,7,2,1,,,,history
Duke,1923,5,4,0,,,,history
Duke,1924,4,5,0,,,,history
Duke,1925,4,5,0,,,,history
Duke,1926,3,6,0,,,,history
Duke,1927,4,5,0,,,,history
Duke,1928,5,5,0,,,,history
Duke,1929,4,6,0,,,,history
Duke,1930,8,1,2,,,,history
Duke,1931,5,3,2,,,,history
Duke,1932,7,3,0,,,,history
Duke,1933,9,1,0,,,,history
Duke,1934,7,2,0,,,,history
Duke,1935,8,2,0,,,,history
Duke,1936,9,1,0,,,,history
Duke,1937,7,2,1,,,,history
Duke,1938,9,1,0,,,,history
Duke,1939,8,1,0,,,,history
Duke,1940,7,2,0,,,,history
Duke,1941,9,1,0,,,,history
Duke,1942,5,4,1,,,,history
Duke,1943,8,1,0,,,,history
Duke,1944,6,4,0,,,,history
Duke,1945,6,2,0,,,,history
Duke,1946,4,5,0,,,,history
Duke,1947,4,3,2,,,,history
Duke,1948,4,3,2,,,,history
Duke,1949,6,3,0,,,,history
Duke,1950,7,3,0,,,,history
Duke,1951,5,4,1,,,,history
Duke,1952,8,2,0,,,,history
Duke,1953,7,2,1,,,,history
Duke,1954,8,2,1,,,,history
Duke,1955,7,2,1,,,,history
Duke,1956,5,4,1,,,,history
Duke,1957,6,3,2,,,,history
Duke,1958,5,5,0,,,,history
Duke,1959,4,6,0,,,,history
Duke,1960,8,3,0,,,,history
Duke,1961,7,3,0,,,,history
Duke,1962,8,2,0,,,,history
Duke,1963,5,4,1,,,,history
Duke,1964,4,5,1,,,,history
Duke,1965,6,4,0,,,,history
Duke,1966,5,5,0,,,,history
Duke,1967,4,6,0,,,,history
Duke,1968,4,6,0,,,,history
Duke,1969,3,6,1,,,,history
Duke,1970,6,5,0,,,,history
Duke,1971,6,5,0,,,,history
Duke,1972,5,6,0,,,,history
Duke,1973,2,8,1,,,,history
Duke,1974,6,5,0,,,,history
Duke,1975,4,5,2,,,,history
Duke,1976,5,5,1,,,,history
Duke,1977,5,6,0,,,,history
Duke,1978,4,7,0,,,,history
Duke,1979,2,8,1,,,,history
Duke,1980,2,9,0,,,,history
Duke,1981,6,5,0,,,,history
Duke,1982,6,5,0,,,,history
Duke,1983,3,8,0,,,,history
Duke,1984,2,9,0,,,,history
Duke,1985,4,7,0,,,,history
Duke,1986,4,7,0,,,,history
Duke,1987,5,6,0,,,,history
Duke,1988,7,3,1,,,,history
Duke,1989,8,4,0,,,,history
Duke,1990,4,7,0,,,,history
Duke,1991,4,6,1,,,,history
Duke,1992,2,9,0,,,,history
Duke,1993,3,8,0,,,,history
Duke,1994,8,4,0,,,,history
Duke,1995,3,8,0,,,,history
Duke,1996,0,11,0,,,,history
Duke,1997,2,9,0,,,,history
Duke,1998,4,7,0,,,,history
Duke,1999,3,8,0,,,,history
Duke,2000,0,11,0,,,,history
Duke,2001,0,11,0,,,,history
Duke,2002,2,10,0,,,,history
Duke,2003,4,8,0,,,,history
Duke,2004,2,9,0,,,,history
Duke,2005,1,10,0,,,,history
Duke,2006,0,12,0,,,,history
Duke,2007,1,11,0,,,,history
Duke,2008,4,8,0,,,,history
Duke,2009,5,7,0,,,,history
Duke,2010,3,9,0,,,,history
Duke,2011,3,9,0,,,,history
Duke,2012,6,7,0,,,,history
Duke,2013,10,4,0,,,,history
Duke,2014,9,4,0,,,,history
Duke,2015,8,5,0,,,,history
Duke,2016,4,8,0,,,,history
Duke,2017,7,6,0,,,,history
Duke,2018,8,5,0,,,,history
Duke,2019,5,7,0,,,,history
Duke,2020,2,9,0,,,,history
Duke,2021,3,9,0,,,,history
Duke,2022,9,4,0,,,,history
Duke,2023,8,5,0,,,,history
Duke,2024,9,4,0,,,,history
Duke,2025,9,5,0,,,,history
East Carolina,1936,0,0,0,,,,history
East Carolina,1937,0,0,0,,,,history
East Carolina,1938,0,0,0,,,,history
East Carolina,1939,0,0,0,,,,history
East Carolina,1940,0,0,0,,,,history
East Carolina,1941,0,0,0,,,,history
East Carolina,1946,0,0,0,,,,history
East Carolina,1947,0,0,0,,,,history
East Carolina,1948,0,0,0,,,,history
East Carolina,1949,0,0,0,,,,history
East Carolina,1950,0,0,0,,,,history
East Carolina,1951,0,1,0,,,,history
East Carolina,1952,0,0,0,,,,history
East Carolina,1953,0,0,0,,,,history
East Carolina,1954,0,0,0,,,,history
East Carolina,1955,0,0,0,,,,history
East Carolina,1956,0,2,0,,,,history
East Carolina,1957,0,2,0,,,,history
East Carolina,1958,0,0,0,,,,history
East Carolina,1959,0,0,0,,,,history
East Carolina,1960,1,0,0,,,,history
East Carolina,1961,0,1,0,,,,history
East Carolina,1962,0,1,0,,,,history
East Carolina,1963,2,1,0,,,,history
East Carolina,1964,3,1,0,,,,history
East Carolina,1965,9,1,0,,,,history
East Carolina,1966,4,5,1,,,,history
East Carolina,1967,8,2,0,,,,history
East Carolina,1968,4,6,0,,,,history
East Carolina,1969,2,7,0,,,,history
East Carolina,1970,3,8,0,,,,history
East Carolina,1971,4,6,0,,,,history
East Carolina,1972,9,2,0,,,,history
East Carolina,1973,9,2,0,,,,history
East Carolina,1974,7,4,0,,,,history
East Carolina,1975,8,3,0,,,,history
East Carolina,1976,9,2,0,,,,history
East Carolina,1977,8,3,0,,,,history
East Carolina,1978,9,3,0,,,,history
East Carolina,1979,7,3,1,,,,history
East Carolina,1980,4,7,0,,,,history
East Carolina,1981,5,6,0,,,,history
East Carolina,1982,7,4,0,,,,history
East Carolina,1983,8,3,0,,,,history
East Carolina,1984,2,9,0,,,,history
East Carolina,1985,2,9,0,,,,history
East Carolina,1986,2,9,0,,,,history
East Carolina,1987,5,6,0,,,,history
East Carolina,1988,3,8,0,,,,history
East Carolina,1989,5,5,1,,,,history
East Carolina,1990,5,6,0,,,,history
East Carolina,1991,11,1,0,,,,history
East Carolina,1992,5,6,0,,,,history
East Carolina,1993,2,9,0,,,,history
East Carolina,1994,7,5,0,,,,history
East Carolina,1995,9,3,0,,,,history
East Carolina,1996,8,3,0,,,,history
East Carolina,1997,5,6,0,,,,history
East Carolina,1998,6,5,0,,,,history
East Carolina,1999,9,3,0,,,,history
East Carolina,2000,8,4,0,,,,history
East Carolina,2001,6,6,0,,,,history
East Carolina,2002,4,8,0,,,,history
East Carolina,2003,1,11,0,,,,history
East Carolina,2004,2,9,0,,,,history
East Carolina,2005,5,6,0,,,,history
East Carolina,2006,7,6,0,,,,history
East Carolina,2007,8,5,0,,,,history
East Carolina,2008,9,5,0,,,,history
East Carolina,2009,9,5,0,,,,history
East Carolina,2010,6,7,0,,,,history
East Carolina,2011,5,7,0,,,,history
East Carolina,2012,8,5,0,,,,history
East Carolina,2013,10,3,0,,,,history
East Carolina,2014,8,5,0,,,,history
East Carolina,2015,5,7,0,,,,history
East Carolina,2016,3,9,0,,,,history
East Carolina,2017,3,9,0,,,,history
East Carolina,2018,3,9,0,,,,history
East Carolina,2019,4,8,0,,,,history
East Carolina,2020,3,6,0,,,,history
East Carolina,2021,7,5,0,,,,history
East Carolina,2022,8,5,0,,,,history
East Carolina,2023,2,10,0,,,,history
East Carolina,2024,8,5,0,,,,history
East Carolina,2025,9,4,0,,,,history
Eastern Michigan,1896,0,1,0,,,,history
Eastern Michigan,1897,0,1,0,,,,history
Eastern Michigan,1898,0,1,0,,,,history
Eastern Michigan,1930,0,1,0,,,,history
Eastern Michigan,1931,0,1,0,,,,history
Eastern Michigan,1932,0,1,0,,,,history
Eastern Michigan,1933,0,1,0,,,,history
Eastern Michigan,1936,0,0,0,,,,history
Eastern Michigan,1937,0,0,0,,,,history
Eastern Michigan,1938,0,0,0,,,,history
Eastern Michigan,1939,0,0,0,,,,history
Eastern Michigan,1940,0,1,0,,,,history
Eastern Michigan,1941,0,0,0,,,,history
Eastern Michigan,1942,0,0,0,,,,history
Eastern Michigan,1943,0,0,0,,,,history
Eastern Michigan,1945,0,0,0,,,,history
Eastern Michigan,1946,0,0,0,,,,history
Eastern Michigan,1947,0,0,0,,,,history
Eastern Michigan,1948,0,0,0,,,,history
Eastern Michigan,1949,0,0,0,,,,history
Eastern Michigan,1950,0,0,0,,,,history
Eastern Michigan,1951,0,0,0,,,,history
Eastern Michigan,1952,0,0,0,,,,history
Eastern Michigan,1953,0,0,0,,,,history
Eastern Michigan,1954,0,0,0,,,,history
Eastern Michigan,1955,0,0,0,,,,history
Eastern Michigan,1956,0,0,0,,,,history
Eastern Michigan,1957,0,0,0,,,,history
Eastern Michigan,1958,0,0,0,,,,history
Eastern Michigan,1959,0,0,0,,,,history
Eastern Michigan,1960,0,0,0,,,,history
Eastern Michigan,1961,0,0,0,,,,history
Eastern Michigan,1964,0,0,0,,,,history
Eastern Michigan,1965,0,0,0,,,,history
Eastern Michigan,1966,0,0,0,,,,history
Eastern Michigan,1967,0,0,0,,,,history
Eastern Michigan,1968,0,1,0,,,,history
Eastern Michigan,1969,0,0,0,,,,history
Eastern Michigan,1970,0,0,0,,,,history
Eastern Michigan,1971,0,0,0,,,,history
Eastern Michigan,1972,0,2,0,,,,history
Eastern Michigan,1973,0,2,0,,,,history
Eastern Michigan,1974,2,3,0,,,,history
Eastern Michigan,1975,4,6,0,,,,history
Eastern Michigan,1976,2,9,0,,,,history
Eastern Michigan,1977,8,3,0,,,,history
Eastern Michigan,1978,3,7,0,,,,history
Eastern Michigan,1979,2,8,1,,,,history
Eastern Michigan,1980,1,9,0,,,,history
Eastern Michigan,1981,0,11,0,,,,history
Eastern Michigan,1982,1,9,1,,,,history
Eastern Michigan,1983,1,10,0,,,,history
Eastern Michigan,1984,2,7,2,,,,history
Eastern Michigan,1985,4,7,0,,,,history
Eastern Michigan,1986,6,5,0,,,,history
Eastern Michigan,1987,10,2,0,,,,history
Eastern Michigan,1988,6,3,1,,,,history
Eastern Michigan,1989,7,3,1,,,,history
Eastern Michigan,1990,2,9,0,,,,history
Eastern Michigan,1991,3,7,1,,,,history
Eastern Michigan,1992,1,10,0,,,,history
Eastern Michigan,1993,4,7,0,,,,history
Eastern Michigan,1994,5,6,0,,,,history
Eastern Michigan,1995,6,5,0,,,,history
Eastern Michigan,1996,3,8,0,,,,history
Eastern Michigan,1997,4,7,0,,,,history
Eastern Michigan,1998,3,8,0,,,,history
Eastern Michigan,1999,4,7,0,,,,history
Eastern Michigan,2000,3,8,0,,,,history
Eastern Michigan,2001,2,9,0,,,,history
Eastern Michigan,2002,3,9,0,,,,history
Eastern Michigan,2003,3,9,0,,,,history
Eastern Michigan,2004,4,7,0,,,,history
Eastern Michigan,2005,4,7,0,,,,history
Eastern Michigan,2006,1,11,0,,,,history
Eastern Michigan,2007,4,8,0,,,,history
Eastern Michigan,2008,3,9,0,,,,history
Eastern Michigan,2009,0,12,0,,,,history
Eastern Michigan,2010,2,10,0,,,,history
Eastern Michigan,2011,6,6,0,,,,history
Eastern Michigan,2012,2,10,0,,,,history
Eastern Michigan,2013,2,10,0,,,,history
Eastern Michigan,2014,2,10,0,,,,history
Eastern Michigan,2015,1,11,0,,,,history
Eastern Michigan,2016,7,6,0,,,,history
Eastern Michigan,2017,5,7,0,,,,history
Eastern Michigan,2018,7,6,0,,,,history
Eastern Michigan,2019,6,7,0,,,,history
Eastern Michigan,2020,2,4,0,,,,history
Eastern Michigan,2021,7,6,0,,,,history
Eastern Michigan,2022,9,4,0,,,,history
Eastern Michigan,2023,6,7,0,,,,history
Eastern Michigan,2024,5,7,0,,,,history
Eastern Michigan,2025,4,8,0,,,,history
FIU,2002,0,0,0,,,,history
FIU,2003,2,10,0,,,,history
FIU,2004,6,10,0,,,,history
FIU,2005,5,6,0,5,0,Strock,history
FIU,2006,0,12,0,,,,history
FIU,2007,1,11,0,,,,history
FIU,2008,5,7,0,,,,history
FIU,2009,3,9,0,,,,history
FIU,2010,7,6,0,,,,history
FIU,2011,8,5,0,,,,history
FIU,2012,3,9,0,,,,history
FIU,2013,1,11,0,,,,history
FIU,2014,4,8,0,,,,history
FIU,2015,5,7,0,,,,history
FIU,2016,4,8,0,,,,history
FIU,2017,8,5,0,,,,history
FIU,2018,9,4,0,,,,history
FIU,2019,6,7,0,,,,history
FIU,2020,0,5,0,,,,history
FIU,2021,1,11,0,,,,history
FIU,2022,4,8,0,,,,history
FIU,2023,4,8,0,,,,history
FIU,2024,4,8,0,,,,history
FIU,2025,7,6,0,,,,history
Florida,1935,143,84,18,,,,ncaa
Florida,1936,4,6,0,,,,history
Florida,1937,4,7,0,,,,history
Florida,1938,4,6,1,,,,history
Florida,1939,5,5,1,,,,history
Florida,1940,5,5,0,,,,history
Florida,1941,4,6,0,,,,history
Florida,1942,3,7,0,,,,history
Florida,1944,4,3,0,,,,history
Florida,1945,4,5,1,,,,history
Florida,1946,0,9,0,,,,history
Florida,1947,4,5,1,,,,history
Florida,1948,5,5,0,,,,history
Florida,1949,4,5,1,,,,history
Florida,1950,5,5,0,,,,history
Florida,1951,5,5,0,,,,history
Florida,1952,8,3,0,,,,history
Florida,1953,3,5,2,,,,history
Florida,1954,5,5,0,,,,history
Florida,1955,4,6,0,,,,history
Florida,1956,6,3,1,,,,history
Florida,1957,6,2,1,,,,history
Florida,1958,6,4,1,,,,history
Florida,1959,5,4,1,,,,history
Florida,1960,9,2,0,,,,history
Florida,1961,4,5,1,,,,history
Florida,1962,7,4,0,,,,history
Florida,1963,6,3,1,,,,history
Florida,1964,7,3,0,,,,history
Florida,1965,7,4,0,,,,history
Florida,1966,9,2,0,,,,history
Florida,1967,6,4,0,,,,history
Florida,1968,6,3,1,,,,history
Florida,1969,9,1,1,,,,history
Florida,1970,7,4,0,,,,history
Florida,1971,4,7,0,,,,history
Florida,1972,5,5,1,,,,history
Florida,1973,7,5,0,,,,history
Florida,1974,8,4,0,,,,history
Florida,1975,9,3,0,,,,history
Florida,1976,8,4,0,,,,history
Florida,1977,6,4,1,,,,history
Florida,1978,4,7,0,,,,history
Florida,1979,0,10,1,,,,history
Florida,1980,8,4,0,,,,history
Florida,1981,7,5,0,,,,history
Florida,1982,8,4,0,,,,history
Florida,1983,9,2,1,,,,history
Florida,1984,9,1,1,,,,history
Florida,1985,9,1,1,,,,history
Florida,1986,6,5,0,,,,history
Florida,1987,6,6,0,,,,history
Florida,1988,7,5,0,,,,history
Florida,1989,7,5,0,,,,history
Florida,1990,9,2,0,,,,history
Florida,1991,10,2,0,,,,history
Florida,1992,9,4,0,,,,history
Florida,1993,11,2,0,,,,history
Florida,1994,10,2,1,,,,history
Florida,1995,12,1,0,,,,history
Florida,1996,12,1,0,,,,history
Florida,1997,10,2,0,,,,history
Florida,1998,10,2,0,,,,history
Florida,1999,9,4,0,,,,history
Florida,2000,10,3,0,,,,history
Florida,2001,10,2,0,,,,history
Florida,2002,8,5,0,,,,history
Florida,2003,8,5,0,,,,history
Florida,2004,7,5,0,,,,history
Florida,2005,9,3,0,,,,history
Florida,2006,13,1,0,,,,history
Florida,2007,9,4,0,,,,history
Florida,2008,13,1,0,,,,history
Florida,2009,13,1,0,,,,history
Florida,2010,8,5,0,,,,history
Florida,2011,7,6,0,,,,history
Florida,2012,11,2,0,,,,history
Florida,2013,4,8,0,,,,history
Florida,2014,7,5,0,,,,history
Florida,2015,10,4,0,,,,history
Florida,2016,9,4,0,,,,history
Florida,2017,4,7,0,,,,history
Florida,2018,10,3,0,,,,history
Florida,2019,11,2,0,,,,history
Florida,2020,8,4,0,,,,history
Florida,2021,6,7,0,,,,history
Florida,2022,6,7,0,,,,history
Florida,2023,5,7,0,,,,history
Florida,2024,8,5,0,,,,history
Florida,2025,4,8,0,,,,history
Florida Atlantic,2001,0,0,0,,,,history
Florida Atlantic,2002,0,3,0,,,,history
Florida Atlantic,2003,9,1,0,,,,history
Florida Atlantic,2004,14,3,0,,,,history
Florida Atlantic,2005,2,9,0,,,,history
Florida Atlantic,2006,5,7,0,,,,history
Florida Atlantic,2007,8,5,0,,,,history
Florida Atlantic,2008,7,6,0,,,,history
Florida Atlantic,2009,5,7,0,,,,history
Florida Atlantic,2010,4,8,0,,,,history
Florida Atlantic,2011,1,11,0,,,,history
Florida Atlantic,2012,3,9,0,,,,history
Florida Atlantic,2013,6,6,0,,,,history
Florida Atlantic,2014,3,9,0,,,,history
Florida Atlantic,2015,3,9,0,,,,history
Florida Atlantic,2016,3,9,0,,,,history
Florida Atlantic,2017,11,3,0,,,,history
Florida Atlantic,2018,5,7,0,,,,history
Florida Atlantic,2019,11,3,0,,,,history
Florida Atlantic,2020,5,4,0,,,,history
Florida Atlantic,2021,5,7,0,,,,history
Florida Atlantic,2022,5,7,0,,,,history
Florida Atlantic,2023,4,8,0,,,,history
Florida Atlantic,2024,3,9,0,,,,history
Florida Atlantic,2025,4,8,0,,,,history
Florida State,1935,35,14,1,,,,ncaa
Florida State,1947,0,0,0,,,,history
Florida State,1948,0,0,0,,,,history
Florida State,1949,0,0,0,,,,history
Florida State,1950,0,0,0,,,,history
Florida State,1951,0,1,0,,,,history
Florida State,1952,0,4,0,,,,history
Florida State,1953,2,2,0,,,,history
Florida State,1954,8,4,0,,,,history
Florida State,1955,5,5,0,,,,history
Florida State,1956,5,4,1,,,,history
Florida State,1957,4,6,0,,,,history
Florida State,1958,7,4,0,,,,history
Florida State,1959,4,6,0,,,,history
Florida State,1960,3,6,1,,,,history
Florida State,1961,4,5,1,,,,history
Florida State,1962,4,3,3,,,,history
Florida State,1963,4,5,1,,,,history
Florida State,1964,9,1,1,,,,history
Florida State,1965,4,5,1,,,,history
Florida State,1966,6,5,0,,,,history
Florida State,1967,7,2,2,,,,history
Florida State,1968,8,3,0,,,,history
Florida State,1969,6,3,1,,,,history
Florida State,1970,7,4,0,,,,history
Florida State,1971,8,4,0,,,,history
Florida State,1972,7,4,0,,,,history
Florida State,1973,0,11,0,,,,history
Florida State,1974,1,10,0,,,,history
Florida State,1975,3,8,0,,,,history
Florida State,1976,5,6,0,,,,history
Florida State,1977,10,2,0,,,,history
Florida State,1978,8,3,0,,,,history
Florida State,1979,11,1,0,,,,history
Florida State,1980,10,2,0,,,,history
Florida State,1981,6,5,0,,,,history
Florida State,1982,9,3,0,,,,history
Florida State,1983,7,5,0,,,,history
Florida State,1984,7,3,2,,,,history
Florida State,1985,9,3,0,,,,history
Florida State,1986,7,4,1,,,,history
Florida State,1987,11,1,0,,,,history
Florida State,1988,11,1,0,,,,history
Florida State,1989,10,2,0,,,,history
Florida State,1990,10,2,0,,,,history
Florida State,1991,11,2,0,,,,history
Florida State,1992,11,1,0,,,,history
Florida State,1993,12,1,0,,,,history
Florida State,1994,10,1,1,,,,history
Florida State,1995,10,2,0,,,,history
Florida State,1996,11,1,0,,,,history
Florida State,1997,11,1,0,,,,history
Florida State,1998,11,2,0,,,,history
Florida State,1999,12,0,0,,,,history
Florida State,2000,11,2,0,,,,history
Florida State,2001,8,4,0,,,,history
Florida State,2002,9,5,0,,,,history
Florida State,2003,10,3,0,,,,history
Florida State,2004,9,3,0,,,,history
Florida State,2005,8,5,0,,,,history
Florida State,2006,7,6,0,5,0,Bowden; 4 reg + 2006 Emerald Bowl,history
Florida State,2007,7,6,0,7,0,Bowden,history
