school,season,wins,losses,ties,source
South Dakota State,1959,0,1,0,cfbd
South Dakota State,1960,0,1,0,cfbd
South Dakota State,1961,0,0,0,cfbd
South Dakota State,1962,0,0,0,cfbd
South Dakota State,1963,0,1,0,cfbd
South Dakota State,1964,0,0,0,cfbd
South Dakota State,1965,0,1,0,cfbd
South Dakota State,1966,0,1,0,cfbd
South Dakota State,1967,1,0,0,cfbd
South Dakota State,1968,0,0,0,cfbd
South Dakota State,1969,0,0,0,cfbd
South Dakota State,1970,0,0,0,cfbd
South Dakota State,1971,0,0,0,cfbd
South Dakota State,1972,0,0,0,cfbd
South Dakota State,1973,0,0,0,cfbd
South Dakota State,1974,0,0,0,cfbd
South Dakota State,1975,0,0,0,cfbd
South Dakota State,1976,0,0,0,cfbd
South Dakota State,1977,0,0,0,cfbd
South Dakota State,1978,0,1,0,cfbd
South Dakota State,1979,0,0,0,cfbd
South Dakota State,1980,0,0,0,cfbd
South Dakota State,1981,0,0,0,cfbd
South Dakota State,1982,0,0,0,cfbd
South Dakota State,1983,1,0,0,cfbd
South Dakota State,1984,0,1,0,cfbd
South Dakota State,1985,0,0,0,cfbd
South Dakota State,1986,0,0,0,cfbd
South Dakota State,1987,0,0,0,cfbd
South Dakota State,1988,0,0,0,cfbd
South Dakota State,1989,0,0,0,cfbd
South Dakota State,1990,0,0,0,cfbd
South Dakota State,1991,0,0,0,cfbd
South Dakota State,1992,0,0,0,cfbd
South Dakota State,1993,0,0,0,cfbd
South Dakota State,1994,0,0,0,cfbd
South Dakota State,1995,0,0,0,cfbd
South Dakota State,1996,0,0,0,cfbd
South Dakota State,1997,0,0,0,cfbd
South Dakota State,1998,0,0,0,cfbd
South Dakota State,1999,0,0,0,cfbd
South Dakota State,2000,0,0,0,cfbd
South Dakota State,2001,0,0,0,cfbd
South Dakota State,2002,0,0,0,cfbd
South Dakota State,2003,0,0,0,cfbd
South Dakota State,2004,1,4,0,cfbd
South Dakota State,2005,6,5,0,cfbd
South Dakota State,2006,3,2,0,cfbd
South Dakota State,2007,7,4,0,cfbd
South Dakota State,2008,7,5,0,cfbd
South Dakota State,2009,8,4,0,cfbd
South Dakota State,2010,5,6,0,cfbd
South Dakota State,2011,5,6,0,cfbd
South Dakota State,2012,9,4,0,cfbd
South Dakota State,2013,9,4,0,cfbd
South Dakota State,2014,9,5,0,cfbd
South Dakota State,2015,8,4,0,cfbd
South Dakota State,2016,9,4,0,cfbd
South Dakota State,2017,11,3,0,cfbd
South Dakota State,2018,10,3,0,cfbd
South Dakota State,2019,8,5,0,cfbd
South Dakota State,2020,8,2,0,cfbd
South Dakota State,2021,11,4,0,cfbd
South Dakota State,2022,14,1,0,cfbd
South Dakota State,2023,15,0,0,cfbd
South Dakota State,2024,12,3,0,cfbd
South Dakota State,2025,9,5,0,cfbd
South Dakota State,2026,0,0,0,cfbd
South Florida,1997,0,0,0,cfbd
South Florida,1998,0,0,0,cfbd
South Florida,1999,0,1,0,cfbd
South Florida,2000,7,4,0,cfbd
South Florida,2001,8,3,0,cfbd
South Florida,2002,9,2,0,cfbd
South Florida,2003,7,4,0,cfbd
South Florida,2004,4,7,0,cfbd
South Florida,2005,6,6,0,cfbd
South Florida,2006,9,4,0,cfbd
South Florida,2007,9,4,0,cfbd
South Florida,2008,8,5,0,cfbd
South Florida,2009,8,5,0,cfbd
South Florida,2010,8,5,0,cfbd
South Florida,2011,5,7,0,cfbd
South Florida,2012,3,9,0,cfbd
South Florida,2013,2,10,0,cfbd
South Florida,2014,4,8,0,cfbd
South Florida,2015,8,5,0,cfbd
South Florida,2016,11,2,0,cfbd
South Florida,2017,10,2,0,cfbd
South Florida,2018,7,6,0,cfbd
South Florida,2019,4,8,0,cfbd
South Florida,2020,1,8,0,cfbd
South Florida,2021,2,10,0,cfbd
South Florida,2022,1,11,0,cfbd
South Florida,2023,7,6,0,cfbd
South Florida,2024,7,6,0,cfbd
South Florida,2025,9,4,0,cfbd
South Florida,2026,0,0,0,cfbd
Southeast Missouri State,1936,0,1,0,cfbd
Southeast Missouri State,1937,0,0,0,cfbd
Southeast Missouri State,1938,0,0,0,cfbd
Southeast Missouri State,1939,0,0,0,cfbd
Southeast Missouri State,1940,0,0,0,cfbd
Southeast Missouri State,1941,0,0,0,cfbd
Southeast Missouri State,1942,0,1,0,cfbd
Southeast Missouri State,1943,0,0,0,cfbd
Southeast Missouri State,1944,0,0,0,cfbd
Southeast Missouri State,1946,0,0,0,cfbd
Southeast Missouri State,1947,0,0,0,cfbd
Southeast Missouri State,1948,0,0,0,cfbd
Southeast Missouri State,1949,0,0,0,cfbd
Southeast Missouri State,1950,0,0,0,cfbd
Southeast Missouri State,1951,0,0,0,cfbd
Southeast Missouri State,1958,0,0,0,cfbd
Southeast Missouri State,1959,0,0,0,cfbd
Southeast Missouri State,1960,0,0,0,cfbd
Southeast Missouri State,1961,0,0,0,cfbd
Southeast Missouri State,1962,0,0,0,cfbd
Southeast Missouri State,1963,0,0,0,cfbd
Southeast Missouri State,1964,0,0,0,cfbd
Southeast Missouri State,1965,0,0,0,cfbd
Southeast Missouri State,1966,0,0,0,cfbd
Southeast Missouri State,1967,0,0,0,cfbd
Southeast Missouri State,1968,0,0,0,cfbd
Southeast Missouri State,1969,0,0,0,cfbd
Southeast Missouri State,1970,0,0,0,cfbd
Southeast Missouri State,1971,0,0,0,cfbd
Southeast Missouri State,1972,0,0,0,cfbd
Southeast Missouri State,1973,0,0,0,cfbd
Southeast Missouri State,1974,0,0,0,cfbd
Southeast Missouri State,1975,0,0,0,cfbd
Southeast Missouri State,1976,0,0,0,cfbd
Southeast Missouri State,1977,0,0,0,cfbd
Southeast Missouri State,1978,0,0,0,cfbd
Southeast Missouri State,1979,0,0,0,cfbd
Southeast Missouri State,1980,0,0,0,cfbd
Southeast Missouri State,1981,0,0,0,cfbd
Southeast Missouri State,1982,0,0,0,cfbd
Southeast Missouri State,1983,0,1,0,cfbd
Southeast Missouri State,1984,0,1,0,cfbd
Southeast Missouri State,1985,0,1,0,cfbd
Southeast Missouri State,1986,0,0,0,cfbd
Southeast Missouri State,1987,0,0,0,cfbd
Southeast Missouri State,1988,0,0,0,cfbd
Southeast Missouri State,1989,0,0,0,cfbd
Southeast Missouri State,1990,0,0,0,cfbd
Southeast Missouri State,1991,0,0,0,cfbd
Southeast Missouri State,1992,0,0,0,cfbd
Southeast Missouri State,1993,0,0,0,cfbd
Southeast Missouri State,1994,0,1,0,cfbd
Southeast Missouri State,1995,0,0,0,cfbd
Southeast Missouri State,1996,0,1,0,cfbd
Southeast Missouri State,1997,0,0,0,cfbd
Southeast Missouri State,1998,0,0,0,cfbd
Southeast Missouri State,1999,0,0,0,cfbd
Southeast Missouri State,2000,0,1,0,cfbd
Southeast Missouri State,2001,0,1,0,cfbd
Southeast Missouri State,2002,1,1,0,cfbd
Southeast Missouri State,2003,5,7,0,cfbd
Southeast Missouri State,2004,3,8,0,cfbd
Southeast Missouri State,2005,2,9,0,cfbd
Southeast Missouri State,2006,4,7,0,cfbd
Southeast Missouri State,2007,3,7,0,cfbd
Southeast Missouri State,2008,4,8,0,cfbd
Southeast Missouri State,2009,2,6,0,cfbd
Southeast Missouri State,2010,9,3,0,cfbd
Southeast Missouri State,2011,3,8,0,cfbd
Southeast Missouri State,2012,3,8,0,cfbd
Southeast Missouri State,2013,0,3,0,cfbd
Southeast Missouri State,2014,5,7,0,cfbd
Southeast Missouri State,2015,4,7,0,cfbd
Southeast Missouri State,2016,3,8,0,cfbd
Southeast Missouri State,2017,3,8,0,cfbd
Southeast Missouri State,2018,9,4,0,cfbd
Southeast Missouri State,2019,9,4,0,cfbd
Southeast Missouri State,2020,4,4,0,cfbd
Southeast Missouri State,2021,4,7,0,cfbd
Southeast Missouri State,2022,9,3,0,cfbd
Southeast Missouri State,2023,4,7,0,cfbd
Southeast Missouri State,2024,9,4,0,cfbd
Southeast Missouri State,2025,4,8,0,cfbd
Southeast Missouri State,2026,0,0,0,cfbd
Southeastern Oklahoma State,2014,0,0,0,cfbd
Southeastern Oklahoma State,2015,0,0,0,cfbd
Southeastern Oklahoma State,2016,0,0,0,cfbd
Southeastern Oklahoma State,2017,0,0,0,cfbd
Southeastern Oklahoma State,2018,0,0,0,cfbd
Southeastern Oklahoma State,2019,0,0,0,cfbd
Southeastern Oklahoma State,2020,0,0,0,cfbd
Southeastern Oklahoma State,2021,8,3,0,cfbd
Southeastern Oklahoma State,2022,6,5,0,cfbd
Southeastern Oklahoma State,2023,5,6,0,cfbd
Southeastern Oklahoma State,2024,5,6,0,cfbd
Southeastern Oklahoma State,2025,5,6,0,cfbd
Southeastern Oklahoma State,2026,0,0,0,cfbd
Southern,1936,0,0,0,cfbd
Southern,1937,0,0,0,cfbd
Southern,1938,0,0,0,cfbd
Southern,1939,0,0,0,cfbd
Southern,1940,0,0,0,cfbd
Southern,1941,0,0,0,cfbd
Southern,1942,0,0,0,cfbd
Southern,1944,0,0,0,cfbd
Southern,1945,0,0,0,cfbd
Southern,1946,0,0,0,cfbd
Southern,1947,0,0,0,cfbd
Southern,1948,0,0,0,cfbd
Southern,1949,0,0,0,cfbd
Southern,1950,0,0,0,cfbd
Southern,1951,0,0,0,cfbd
Southern,1952,0,0,0,cfbd
Southern,1953,0,0,0,cfbd
Southern,1954,0,0,0,cfbd
Southern,1955,0,0,0,cfbd
Southern,1956,0,0,0,cfbd
Southern,1957,0,0,0,cfbd
Southern,1958,0,0,0,cfbd
Southern,1959,0,0,0,cfbd
Southern,1960,0,0,0,cfbd
Southern,1961,0,0,0,cfbd
Southern,1962,0,0,0,cfbd
Southern,1963,0,0,0,cfbd
Southern,1964,0,0,0,cfbd
Southern,1965,0,0,0,cfbd
Southern,1966,0,0,0,cfbd
Southern,1967,0,0,0,cfbd
Southern,1968,0,0,0,cfbd
Southern,1969,0,0,0,cfbd
Southern,1970,0,0,0,cfbd
Southern,1971,0,0,0,cfbd
Southern,1972,0,0,0,cfbd
Southern,1973,0,0,0,cfbd
Southern,1974,0,0,0,cfbd
Southern,1975,0,0,0,cfbd
Southern,1976,0,0,0,cfbd
Southern,1977,3,7,1,cfbd
Southern,1978,0,0,0,cfbd
Southern,1979,0,0,0,cfbd
Southern,1980,0,0,0,cfbd
Southern,1981,0,0,0,cfbd
Southern,1982,0,0,0,cfbd
Southern,1983,0,0,0,cfbd
Southern,1984,0,0,0,cfbd
Southern,1985,0,0,0,cfbd
Southern,1986,0,0,0,cfbd
Southern,1987,0,0,0,cfbd
Southern,1988,0,0,0,cfbd
Southern,1989,0,0,0,cfbd
Southern,1990,0,0,0,cfbd
Southern,1991,0,0,0,cfbd
Southern,1992,0,0,0,cfbd
Southern,1993,0,0,0,cfbd
Southern,1994,0,0,0,cfbd
Southern,1995,0,0,0,cfbd
Southern,1996,0,0,0,cfbd
Southern,1997,0,0,0,cfbd
Southern,1998,0,0,0,cfbd
Southern,1999,0,0,0,cfbd
Southern,2000,0,0,0,cfbd
Southern,2001,0,1,0,cfbd
Southern,2002,0,1,0,cfbd
Southern,2003,1,0,0,cfbd
Southern,2004,0,1,0,cfbd
Southern,2005,0,0,0,cfbd
Southern,2006,1,0,0,cfbd
Southern,2007,8,3,0,cfbd
Southern,2008,6,5,0,cfbd
Southern,2009,6,5,0,cfbd
Southern,2010,2,8,0,cfbd
Southern,2011,4,7,0,cfbd
Southern,2012,4,7,0,cfbd
Southern,2013,8,4,0,cfbd
Southern,2014,9,4,0,cfbd
Southern,2015,6,4,0,cfbd
Southern,2016,8,3,0,cfbd
Southern,2017,7,4,0,cfbd
Southern,2018,7,4,0,cfbd
Southern,2019,8,5,0,cfbd
Southern,2020,5,1,0,cfbd
Southern,2021,4,7,0,cfbd
Southern,2022,7,5,0,cfbd
Southern,2023,6,5,0,cfbd
Southern,2024,8,5,0,cfbd
Southern,2025,2,10,0,cfbd
Southern,2026,0,0,0,cfbd
Southern Arkansas,2014,0,0,0,cfbd
Southern Arkansas,2015,0,0,0,cfbd
Southern Arkansas,2016,0,0,0,cfbd
Southern Arkansas,2017,0,0,0,cfbd
Southern Arkansas,2018,0,0,0,cfbd
Southern Arkansas,2019,0,0,0,cfbd
Southern Arkansas,2020,0,0,0,cfbd
Southern Arkansas,2021,4,7,0,cfbd
Southern Arkansas,2022,5,6,0,cfbd
Southern Arkansas,2023,9,2,0,cfbd
Southern Arkansas,2024,9,2,0,cfbd
Southern Arkansas,2025,8,3,0,cfbd
Southern Arkansas,2026,0,0,0,cfbd
Southern Connecticut State,2014,0,0,0,cfbd
Southern Connecticut State,2015,0,0,0,cfbd
Southern Connecticut State,2016,0,0,0,cfbd
Southern Connecticut State,2017,0,0,0,cfbd
Southern Connecticut State,2018,0,0,0,cfbd
Southern Connecticut State,2019,0,0,0,cfbd
Southern Connecticut State,2020,0,0,0,cfbd
Southern Connecticut State,2021,4,6,0,cfbd
Southern Connecticut State,2022,3,8,0,cfbd
Southern Connecticut State,2023,4,6,0,cfbd
Southern Connecticut State,2024,4,6,0,cfbd
Southern Connecticut State,2025,4,6,0,cfbd
Southern Connecticut State,2026,0,0,0,cfbd
Southern Illinois,1936,0,0,0,cfbd
Southern Illinois,1937,0,0,0,cfbd
Southern Illinois,1938,0,0,0,cfbd
Southern Illinois,1939,0,0,0,cfbd
Southern Illinois,1940,0,0,0,cfbd
Southern Illinois,1941,0,0,0,cfbd
Southern Illinois,1942,0,0,0,cfbd
Southern Illinois,1944,0,0,0,cfbd
Southern Illinois,1945,0,0,0,cfbd
Southern Illinois,1946,0,0,0,cfbd
Southern Illinois,1947,0,0,0,cfbd
Southern Illinois,1948,0,0,0,cfbd
Southern Illinois,1949,0,0,0,cfbd
Southern Illinois,1950,0,0,0,cfbd
Southern Illinois,1951,0,0,0,cfbd
Southern Illinois,1952,0,0,0,cfbd
Southern Illinois,1953,0,0,0,cfbd
Southern Illinois,1954,0,0,0,cfbd
Southern Illinois,1955,0,0,0,cfbd
Southern Illinois,1956,0,0,0,cfbd
Southern Illinois,1957,0,0,0,cfbd
Southern Illinois,1958,0,0,0,cfbd
Southern Illinois,1959,0,0,0,cfbd
Southern Illinois,1960,0,0,0,cfbd
Southern Illinois,1961,0,0,0,cfbd
Southern Illinois,1962,0,2,0,cfbd
Southern Illinois,1963,1,3,0,cfbd
Southern Illinois,1964,1,4,0,cfbd
Southern Illinois,1965,0,3,0,cfbd
Southern Illinois,1966,2,2,0,cfbd
Southern Illinois,1967,1,4,0,cfbd
Southern Illinois,1968,2,2,0,cfbd
Southern Illinois,1969,0,2,0,cfbd
Southern Illinois,1970,2,0,0,cfbd
Southern Illinois,1971,2,2,0,cfbd
Southern Illinois,1972,1,8,1,cfbd
Southern Illinois,1973,3,7,1,cfbd
Southern Illinois,1974,2,9,0,cfbd
Southern Illinois,1975,1,9,1,cfbd
Southern Illinois,1976,7,4,0,cfbd
Southern Illinois,1977,3,8,0,cfbd
Southern Illinois,1978,7,4,0,cfbd
Southern Illinois,1979,8,3,0,cfbd
Southern Illinois,1980,3,8,0,cfbd
Southern Illinois,1981,7,4,0,cfbd
Southern Illinois,1982,6,5,0,cfbd
Southern Illinois,1983,13,1,0,cfbd
Southern Illinois,1984,3,8,0,cfbd
Southern Illinois,1985,4,7,0,cfbd
Southern Illinois,1986,0,1,0,cfbd
Southern Illinois,1987,0,2,0,cfbd
Southern Illinois,1988,0,2,0,cfbd
Southern Illinois,1989,0,1,0,cfbd
Southern Illinois,1990,0,3,0,cfbd
Southern Illinois,1991,0,1,0,cfbd
Southern Illinois,1992,0,1,0,cfbd
Southern Illinois,1993,0,3,0,cfbd
Southern Illinois,1994,0,2,0,cfbd
Southern Illinois,1995,0,1,0,cfbd
Southern Illinois,1996,0,0,0,cfbd
Southern Illinois,1997,0,0,0,cfbd
Southern Illinois,1998,0,0,0,cfbd
Southern Illinois,1999,0,0,0,cfbd
Southern Illinois,2000,0,1,0,cfbd
Southern Illinois,2001,0,1,0,cfbd
Southern Illinois,2002,0,1,0,cfbd
Southern Illinois,2003,10,1,0,cfbd
Southern Illinois,2004,10,2,0,cfbd
Southern Illinois,2005,9,4,0,cfbd
Southern Illinois,2006,9,4,0,cfbd
Southern Illinois,2007,12,1,0,cfbd
Southern Illinois,2008,9,3,0,cfbd
Southern Illinois,2009,11,2,0,cfbd
Southern Illinois,2010,5,6,0,cfbd
Southern Illinois,2011,4,7,0,cfbd
Southern Illinois,2012,6,5,0,cfbd
Southern Illinois,2013,7,5,0,cfbd
Southern Illinois,2014,6,6,0,cfbd
Southern Illinois,2015,3,8,0,cfbd
Southern Illinois,2016,4,7,0,cfbd
Southern Illinois,2017,4,7,0,cfbd
Southern Illinois,2018,2,9,0,cfbd
Southern Illinois,2019,7,5,0,cfbd
Southern Illinois,2020,6,4,0,cfbd
Southern Illinois,2021,8,5,0,cfbd
Southern Illinois,2022,5,6,0,cfbd
Southern Illinois,2023,8,5,0,cfbd
Southern Illinois,2024,4,8,0,cfbd
Southern Illinois,2025,7,5,0,cfbd
Southern Illinois,2026,0,1,0,cfbd
Southern Miss,1936,0,0,0,cfbd
Southern Miss,1937,0,0,0,cfbd
Southern Miss,1938,0,1,0,cfbd
Southern Miss,1939,0,1,0,cfbd
Southern Miss,1940,0,0,0,cfbd
Southern Miss,1941,0,0,0,cfbd
Southern Miss,1942,0,0,0,cfbd
Southern Miss,1946,0,1,0,cfbd
Southern Miss,1947,1,2,0,cfbd
Southern Miss,1948,0,2,0,cfbd
Southern Miss,1949,0,2,0,cfbd
Southern Miss,1950,0,2,0,cfbd
Southern Miss,1951,0,2,0,cfbd
Southern Miss,1952,0,2,0,cfbd
Southern Miss,1953,6,2,0,cfbd
Southern Miss,1954,2,2,0,cfbd
Southern Miss,1955,2,0,0,cfbd
Southern Miss,1956,1,2,1,cfbd
Southern Miss,1957,2,3,0,cfbd
Southern Miss,1958,3,0,0,cfbd
Southern Miss,1959,2,2,0,cfbd
Southern Miss,1960,3,2,0,cfbd
Southern Miss,1961,1,2,0,cfbd
Southern Miss,1962,2,1,0,cfbd
Southern Miss,1963,5,3,1,cfbd
Southern Miss,1964,6,3,0,cfbd
Southern Miss,1965,7,2,0,cfbd
Southern Miss,1966,6,4,0,cfbd
Southern Miss,1967,6,3,0,cfbd
Southern Miss,1968,4,6,0,cfbd
Southern Miss,1969,5,5,0,cfbd
Southern Miss,1970,5,6,0,cfbd
Southern Miss,1971,6,5,0,cfbd
Southern Miss,1972,3,7,1,cfbd
Southern Miss,1973,6,4,1,cfbd
Southern Miss,1974,6,5,0,cfbd
Southern Miss,1975,7,4,0,cfbd
Southern Miss,1976,2,9,0,cfbd
Southern Miss,1977,6,6,0,cfbd
Southern Miss,1978,7,4,0,cfbd
Southern Miss,1979,6,4,1,cfbd
Southern Miss,1980,9,3,0,cfbd
Southern Miss,1981,9,2,1,cfbd
Southern Miss,1982,7,4,0,cfbd
Southern Miss,1983,7,4,0,cfbd
Southern Miss,1984,4,7,0,cfbd
Southern Miss,1985,7,4,0,cfbd
Southern Miss,1986,6,5,0,cfbd
Southern Miss,1987,6,5,0,cfbd
Southern Miss,1988,10,2,0,cfbd
Southern Miss,1989,5,6,0,cfbd
Southern Miss,1990,8,4,0,cfbd
Southern Miss,1991,4,7,0,cfbd
Southern Miss,1992,7,4,0,cfbd
Southern Miss,1993,2,8,1,cfbd
Southern Miss,1994,6,5,0,cfbd
Southern Miss,1995,6,5,0,cfbd
Southern Miss,1996,8,3,0,cfbd
Southern Miss,1997,9,3,0,cfbd
Southern Miss,1998,7,5,0,cfbd
Southern Miss,1999,9,3,0,cfbd
Southern Miss,2000,8,4,0,cfbd
Southern Miss,2001,6,5,0,cfbd
Southern Miss,2002,7,6,0,cfbd
Southern Miss,2003,9,4,0,cfbd
Southern Miss,2004,7,5,0,cfbd
Southern Miss,2005,7,5,0,cfbd
Southern Miss,2006,9,5,0,cfbd
Southern Miss,2007,7,6,0,cfbd
Southern Miss,2008,7,6,0,cfbd
Southern Miss,2009,7,6,0,cfbd
Southern Miss,2010,8,5,0,cfbd
Southern Miss,2011,12,2,0,cfbd
Southern Miss,2012,0,12,0,cfbd
Southern Miss,2013,1,11,0,cfbd
Southern Miss,2014,3,9,0,cfbd
Southern Miss,2015,9,5,0,cfbd
Southern Miss,2016,7,6,0,cfbd
Southern Miss,2017,8,5,0,cfbd
Southern Miss,2018,6,5,0,cfbd
Southern Miss,2019,7,6,0,cfbd
Southern Miss,2020,3,7,0,cfbd
Southern Miss,2021,3,9,0,cfbd
Southern Miss,2022,7,6,0,cfbd
Southern Miss,2023,3,9,0,cfbd
Southern Miss,2024,1,11,0,cfbd
Southern Miss,2025,7,6,0,cfbd
Southern Miss,2026,0,0,0,cfbd
Southern Nazarene,2014,0,0,0,cfbd
Southern Nazarene,2015,0,0,0,cfbd
Southern Nazarene,2016,0,0,0,cfbd
Southern Nazarene,2017,0,0,0,cfbd
Southern Nazarene,2018,0,0,0,cfbd
Southern Nazarene,2019,0,0,0,cfbd
Southern Nazarene,2020,0,0,0,cfbd
Southern Nazarene,2021,1,9,0,cfbd
Southern Nazarene,2022,5,6,0,cfbd
Southern Nazarene,2023,6,5,0,cfbd
Southern Nazarene,2024,3,8,0,cfbd
Southern Nazarene,2025,2,9,0,cfbd
Southern Nazarene,2026,0,0,0,cfbd
Southern Utah,1986,0,0,0,cfbd
Southern Utah,1987,0,0,0,cfbd
Southern Utah,1988,0,0,0,cfbd
Southern Utah,1989,0,0,0,cfbd
Southern Utah,1990,0,0,0,cfbd
Southern Utah,1991,0,0,0,cfbd
Southern Utah,1992,0,0,0,cfbd
Southern Utah,1993,0,0,0,cfbd
Southern Utah,1994,0,0,0,cfbd
Southern Utah,1995,0,0,0,cfbd
Southern Utah,1996,0,1,0,cfbd
Southern Utah,1997,1,0,0,cfbd
Southern Utah,1998,0,0,0,cfbd
Southern Utah,1999,0,1,0,cfbd
Southern Utah,2000,0,2,0,cfbd
Southern Utah,2001,0,2,0,cfbd
Southern Utah,2002,0,2,0,cfbd
Southern Utah,2003,4,6,0,cfbd
Southern Utah,2004,6,5,0,cfbd
Southern Utah,2005,1,9,0,cfbd
Southern Utah,2006,1,4,0,cfbd
Southern Utah,2007,0,11,0,cfbd
Southern Utah,2008,2,4,0,cfbd
Southern Utah,2009,5,6,0,cfbd
Southern Utah,2010,5,5,0,cfbd
Southern Utah,2011,6,5,0,cfbd
Southern Utah,2012,0,2,0,cfbd
Southern Utah,2013,8,5,0,cfbd
Southern Utah,2014,3,9,0,cfbd
Southern Utah,2015,8,4,0,cfbd
Southern Utah,2016,6,5,0,cfbd
Southern Utah,2017,9,3,0,cfbd
Southern Utah,2018,1,10,0,cfbd
Southern Utah,2019,3,9,0,cfbd
Southern Utah,2020,1,5,0,cfbd
Southern Utah,2021,1,10,0,cfbd
Southern Utah,2022,5,6,0,cfbd
Southern Utah,2023,6,5,0,cfbd
Southern Utah,2024,7,5,0,cfbd
Southern Utah,2025,7,5,0,cfbd
Southern Utah,2026,0,0,0,cfbd
Southern Virginia,2014,0,0,0,cfbd
Southern Virginia,2015,0,0,0,cfbd
Southern Virginia,2016,0,0,0,cfbd
Southern Virginia,2017,0,0,0,cfbd
Southern Virginia,2018,0,0,0,cfbd
Southern Virginia,2019,0,0,0,cfbd
Southern Virginia,2020,0,3,0,cfbd
Southern Virginia,2021,0,0,0,cfbd
Southern Virginia,2022,1,9,0,cfbd
Southern Virginia,2023,1,9,0,cfbd
Southern Virginia,2024,1,9,0,cfbd
Southern Virginia,2025,6,4,0,cfbd
Southern Virginia,2026,0,0,0,cfbd
Southwest Baptist,2014,0,0,0,cfbd
Southwest Baptist,2015,0,0,0,cfbd
Southwest Baptist,2016,0,0,0,cfbd
Southwest Baptist,2017,0,0,0,cfbd
Southwest Baptist,2018,0,1,0,cfbd
Southwest Baptist,2019,0,0,0,cfbd
Southwest Baptist,2020,1,2,0,cfbd
Southwest Baptist,2021,4,7,0,cfbd
Southwest Baptist,2022,6,5,0,cfbd
Southwest Baptist,2023,4,7,0,cfbd
Southwest Baptist,2024,2,8,0,cfbd
Southwest Baptist,2025,3,7,0,cfbd
Southwest Baptist,2026,0,0,0,cfbd
Southwest Minnesota State,2014,0,0,0,cfbd
Southwest Minnesota State,2015,0,0,0,cfbd
Southwest Minnesota State,2016,0,0,0,cfbd
Southwest Minnesota State,2017,0,0,0,cfbd
Southwest Minnesota State,2018,0,0,0,cfbd
Southwest Minnesota State,2019,0,0,0,cfbd
Southwest Minnesota State,2020,0,0,0,cfbd
Southwest Minnesota State,2021,2,9,0,cfbd
Southwest Minnesota State,2022,4,7,0,cfbd
Southwest Minnesota State,2023,2,9,0,cfbd
Southwest Minnesota State,2024,0,11,0,cfbd
Southwest Minnesota State,2025,1,10,0,cfbd
Southwest Minnesota State,2026,0,0,0,cfbd
Southwestern Oklahoma State,2014,0,0,0,cfbd
Southwestern Oklahoma State,2015,0,0,0,cfbd
Southwestern Oklahoma State,2016,0,0,0,cfbd
Southwestern Oklahoma State,2017,0,0,0,cfbd
Southwestern Oklahoma State,2018,0,0,0,cfbd
Southwestern Oklahoma State,2019,0,0,0,cfbd
Southwestern Oklahoma State,2020,0,0,0,cfbd
Southwestern Oklahoma State,2021,0,11,0,cfbd
Southwestern Oklahoma State,2022,4,7,0,cfbd
Southwestern Oklahoma State,2023,0,11,0,cfbd
Southwestern Oklahoma State,2024,3,8,0,cfbd
Southwestern Oklahoma State,2025,6,5,0,cfbd
Southwestern Oklahoma State,2026,0,0,0,cfbd
Southwestern U,2014,0,0,0,cfbd
Southwestern U,2015,0,0,0,cfbd
Southwestern U,2016,0,0,0,cfbd
Southwestern U,2017,0,0,0,cfbd
Southwestern U,2018,0,0,0,cfbd
Southwestern U,2019,0,0,0,cfbd
Southwestern U,2020,0,5,0,cfbd
Southwestern U,2021,0,0,0,cfbd
Southwestern U,2022,2,8,0,cfbd
Southwestern U,2023,3,7,0,cfbd
Southwestern U,2024,4,6,0,cfbd
Southwestern U,2025,4,6,0,cfbd
Southwestern U,2026,0,0,0,cfbd
Springfield,2014,0,0,0,cfbd
Springfield,2015,0,0,0,cfbd
Springfield,2016,0,0,0,cfbd
Springfield,2017,0,0,0,cfbd
Springfield,2018,0,0,0,cfbd
Springfield,2019,0,0,0,cfbd
Springfield,2020,0,0,0,cfbd
Springfield,2021,0,0,0,cfbd
Springfield,2022,9,3,0,cfbd
Springfield,2023,9,2,0,cfbd
Springfield,2024,12,1,0,cfbd
Springfield,2025,9,3,0,cfbd
Springfield,2026,0,0,0,cfbd
St. Augustine's,2014,0,0,0,cfbd
St. Augustine's,2015,0,1,0,cfbd
St. Augustine's,2016,0,2,0,cfbd
St. Augustine's,2017,0,0,0,cfbd
St. Augustine's,2018,0,2,0,cfbd
St. Augustine's,2019,0,0,0,cfbd
St. Augustine's,2020,0,0,0,cfbd
St. Augustine's,2021,1,7,0,cfbd
St. Augustine's,2022,1,8,0,cfbd
St. Augustine's,2023,0,10,0,cfbd
St. Augustine's,2024,0,0,0,cfbd
St. Augustine's,2025,0,0,0,cfbd
St. Augustine's,2026,0,0,0,cfbd
St. Cloud State,2014,0,0,0,cfbd
St. Cloud State,2015,0,0,0,cfbd
St. Cloud State,2016,0,0,0,cfbd
St. Cloud State,2017,0,0,0,cfbd
St. Cloud State,2018,0,0,0,cfbd
St. Cloud State,2019,0,0,0,cfbd
St. John Fisher,2014,0,0,0,cfbd
St. John Fisher,2015,0,0,0,cfbd
St. John Fisher,2016,0,0,0,cfbd
St. John Fisher,2017,0,0,0,cfbd
St. John Fisher,2018,0,0,0,cfbd
St. John Fisher,2019,0,0,0,cfbd
St. John Fisher,2020,0,0,0,cfbd
St. John Fisher,2021,0,0,0,cfbd
St. John Fisher,2022,4,6,0,cfbd
